,Account Code,Latitude,Longitude
APCO Worldwide,911.1,40.12058377,-77.39416137
Anne Arundel Health System,887.1,41.78047203,-76.7070762
Andrews Federal Credit Union,862.1,41.19393973,-77.82945547
AMFM,803.1,39.09852503,-77.66062114
American Woodmark Corporation,775.1,40.49723133,-74.44081351
American University,771.1,41.5090483,-77.46411893
American Institutes for Research,716.1,39.85147569,-79.34064977
American Institute of Physics,715.1,40.25962997,-77.32479195
American Infrastructure,714.1,41.20382804,-76.22041103
American Forest Products,702.1,41.20864469,-75.165528
American Diabetes Association,687.1,38.22524799,-75.46228719
American College of Cardiology,680.1,39.88492863,-78.38071973
American Chemical Society,678.1,41.36007325,-80.02270439
America's Health Insurance Plans,648.1,40.90311881,-80.49084072
Allen Harim,518.1,41.30299916,-76.97259121
Allegheny Wood Products,509.1,40.47709451,-75.68152628
Alion Science and Technology,492.1,38.79615396,-77.35835811
Alfa Laval USA,482.1,41.7249995,-76.39958476
Alban Tractor,442.1,40.48203725,-79.6132558
Akin Gump,417.1,39.95728739,-75.23315038
Airlines Reporting,395.1,41.80153036,-78.76366564
Airline Tariff Publishing Company,394.1,40.44055285,-78.4538884
AH&T Insurance,362.1,38.27288179,-75.64987248
Agora,352.1,38.74973281,-77.44918397
AFL-CIO,329.1,41.33080349,-75.37992558
AdJuggler,232.1,39.31600072,-76.44133795
Acton,201.1,38.77018864,-75.43847634
ActioNet,193.1,40.43308182,-78.30208938
Access Intelligence,141.1,41.05595823,-74.74904069
Academi,124.1,38.60020569,-76.06955122
ABT SRBI,120.1,39.44206953,-76.30767217
ABC Imaging,99.1,41.37209393,-80.44430046
Abacus Technology,86.1,40.57433887,-75.61611738
Abacus Corporation,85.1,39.78301254,-75.42998315
AAA Mid-Atlantic,70.1,39.1988754,-74.77047185
A-T Solutions,45.1,41.48876148,-78.07133826
21st Century Insurance Group,16.1,40.70626462,-77.34626527
ASSYST,45891305.1,39.18271414,-75.9601097
"COSOLUTIONS, INC",9546274.1,39.46863987,-74.85927456
"1901 Group, LLC",44775698.1,41.38252201,-75.65439167
Aegis Corps,2419542.1,39.67912618,-76.19801608
E-N Computers,1458897.1,41.94836618,-77.99649952
"FGS, LLC",25014286.1,40.27036876,-79.92666361
"Design Data Systems, Inc.",44733208.1,41.16768702,-80.07926548
XOR SECURITY LLC,5901995.1,39.94570882,-77.84723802
"Ace Info Solutions, Inc.",6601193.1,41.09084904,-77.31507061
Buchanan & Edwards,7239263.1,39.37546934,-75.01204396
"EXECUTECH STRATEGIC CONSULTING, LLC",827301.1,39.73321815,-78.14467347
Lts,6573119.1,40.3043353,-79.06650612
DSM Technology Consultants,47785155.1,41.78420962,-78.59589177
MetroStar Systems,7548599.1,41.13452116,-74.87517143
"NTREPID, LLC",6615391.1,40.32833296,-75.03555579
"Segue Technologies, Inc.",44713462.1,40.51975357,-77.61835295
DIGITALSPEC,44717918.1,40.11763527,-76.15506935
Technatomy Corporation,46473377.1,39.79893703,-77.81159201
"Array Information Technology, Inc.",44786087.1,41.56492346,-75.99300475
AUGUST SCHELL ENTERPRISES,837821.1,40.36561404,-78.25990498
"Plan B Technologies, Inc.",51684310.1,41.66353106,-80.04580774
ASHLEY INC,29512502.1,40.06051802,-77.64023463
"Aveshka, Inc.",44736369.1,40.9805066,-80.28890772
Keta Technologies L.L.C.,54751219.1,38.21864883,-75.65041444
The GBS Group,49027707.1,40.69809892,-76.73546745
Dover Federal Credit Union,50848300.1,39.11640738,-77.03996338
"Merchant Link, LLC",6759243.1,41.58661247,-78.84228332
STRATUS Solutions,44712818.1,41.19835977,-77.4272023
"THE INFORMATICS APPLICATIONS GROUP, INC",53437809.1,39.95557738,-75.04034143
"TRUSTEDQA, INC",6015336.1,39.47721974,-76.27342879
Zot Inc,3500227.1,41.88104684,-78.06036838
"Ideal Innovations, Inc.",7162511.1,41.09407731,-77.98880823
Riverside,11799395.1,39.82274563,-75.88424182
"Trace Systems, Inc.",7284901.1,40.97465489,-78.44150713
ArdentMC,47095830.1,40.82459659,-75.34700226
Data Networks,51389152.1,41.83295894,-78.19881306
"FOXHOLE TECHNOLOGY, LLC",53368682.1,41.11000321,-79.30002195
"AOCE, Inc",49385513.1,38.3148784,-76.60618869
By Light Professional IT Services,47404228.1,40.16565184,-80.47041591
"LE, ARNOLD & ASSOCIATES, LLC",25891172.1,40.59201447,-76.72815978
Lumos Networks Corp,53805127.1,41.84564852,-78.69438527
United Way,11667077.1,40.64507928,-74.37589712
"Mythics, Inc.",7180026.1,38.69685608,-77.54960947
ADNET LIMITED,14536311.1,41.95756135,-77.5434674
American Systems Corporation,44804512.1,39.25342277,-77.16756357
"CAPRICCIO SOFTWARE, INC",5743196.1,41.39481003,-80.09979572
CENTECH GROUP PTY LIMITED,14771427.1,40.36013022,-79.20768516
Counterpart International Inc,44853013.1,41.66491678,-78.14362124
"Knight Point Systems, LLC",6144905.1,39.72099802,-78.02486925
Technology Information Systems LLC,2273384.1,41.87469898,-79.72338409
"CALNET, Inc.",7559913.1,40.25566256,-79.63050239
Conceras,50972991.1,41.40497007,-79.57715482
NetCraftsmen,45722222.1,40.99875519,-79.08669829
Axiologic Solutions,44711920.1,41.95941132,-76.39588622
Constellation West,8690136.1,38.66951555,-75.84744023
MOSAIC TECHNOLOGIES GROUP,6768718.1,40.96836123,-74.8753965
CWPS,45707647.1,40.02734982,-78.91452481
GRSi,56595966.1,40.11880681,-76.54829656
"ALCOR TECHNICAL SOLUTIONS, LLC",54158863.1,41.29105327,-80.28815651
Advanced Systems Development Inc.,879328.1,40.24688363,-76.41519104
"MORI ASSOCIATES, INC",6221932.1,39.94533145,-79.37587441
McLaughlin Electric,7536405.1,39.9354067,-77.49077726
CHEMTREAT LIMITED,12002993.1,41.28673084,-78.49238064
"PeopleNTech, LLC",26525340.1,40.04344159,-78.69995799
"CHARLES F. DAY & ASSOCIATES, LLC",2091253.1,41.78771739,-76.1643441
GeBBS Consulting,48327513.1,39.96998708,-74.77898714
Resolvit,45513139.1,39.99305531,-75.28528441
Zolon Tech Limited,14348511.1,40.48188073,-78.96359278
GCB Services,7613778.1,41.42834468,-76.6904283
Advance Digital Systems Inc.,26475423.1,40.68096053,-78.69956781
Hallmark Global Technologies Limited,7555968.1,40.27612922,-80.13838849
"Halfaker and Associates, LLC",45114923.1,38.55649728,-76.89040996
"IntelliWare Systems, Inc.",44704914.1,38.38118746,-76.98624709
"SMARTRONIX, INC",25904132.1,39.65133816,-75.91331882
School -Age Child Care,30018119.1,40.77419844,-77.07458385
"COHERE TECHNOLOGY GROUP, LLC",54168915.1,40.73915972,-79.92496012
"Chenega Security and Protection Services, LLC",53443874.1,41.90403716,-76.51495524
"Exeter Government Services, LLC",48427156.1,41.16485343,-77.0732239
IronBrick,7557932.1,40.62118868,-74.98467333
SBG Technology Solutions,44716501.1,38.78878807,-76.73141407
Ampcus Inc,7520512.1,41.39520393,-79.47632813
"ROLLOUT SYSTEMS, LLC",6717339.1,40.85600644,-77.40366801
"CODEBLUE TECHNOLOGY, LLC",55176482.1,41.55019788,-79.22512225
Federal Resources,45973573.1,41.02544832,-79.80415585
Iron Bow Technologies LLC,44771028.1,39.9257391,-77.22554534
Learning Tree International Inc,56693069.1,40.51601093,-74.88059412
DP Solutions,8163643.1,39.73365982,-79.84034922
Space Telescope Science Institute,55243692.1,41.06784092,-78.97577617
Kanor Systems Inc,28357967.1,39.27597178,-77.68488904
"Mindbank Consulting Group, LLC",44784987.1,41.61526227,-75.67020171
"WR Systems, Ltd.",6652938.1,40.7589384,-74.38427019
"Frederick County Government, Maryland",53496533.1,39.36713068,-74.54426583
SCIENTIFIC SYSTEMS,15561552.1,41.32007159,-78.18595512
"HIGHLIGHT TECHNOLOGIES, LLC",6229217.1,41.39404922,-78.46998384
Xiartech,47403213.1,41.26241625,-76.49561519
Internap Corporation (INAP),47345948.1,40.2487056,-78.96872021
Walker & Dunlop Inc,56748016.1,41.53326008,-79.77691098
"XA SYSTEMS, L.L.C",5972428.1,41.44334762,-79.97780035
"DB Consulting Group, Inc.",7385162.1,39.52586006,-78.00529612
INTELLIGENT WAVE INC.,14462342.1,40.67285188,-78.68458858
Intrepid Solutions and Services,6932280.1,39.1984345,-76.53919879
Loginsoft,28978944.1,39.60124677,-76.93579337
QVINE CORPORATION,6628727.1,40.38595763,-77.71312581
MOBILEX,13062994.1,39.71538172,-74.98302326
"UNICOM Government, Inc.",7538741.1,40.72125742,-77.12645111
ASRC Federal Holding Company,1152.1,40.37604046,-74.23818548
Ascend One,1109.1,41.48760635,-75.63852879
ASCD,1105.1,41.22207952,-80.07953598
Artisans' Bank,1093.1,40.63777998,-80.40955526
Aronson,1068.1,40.04519253,-77.89466212
Arnold & Porter,1063.1,39.34691158,-76.77256211
Arkema,1046.1,40.31656893,-75.76495328
Argon ST,1016.1,41.04254521,-77.3703185
Arent Fox,1008.1,39.03341153,-76.64552764
World Fuel Services,15966.1,38.3499328,-84.52981222
Tech Data,13885.1,37.04389416,-80.00407954
AutoNation,1297.1,40.45836391,-80.95679648
Office Depot,10499.1,38.02028375,-85.89407509
Fidelity,75.1,36.5885977,-80.85033512
Domtar,77.1,36.84588582,-79.74844014
Bank of America,1439.1,38.03128459,-85.3588444
Lowe's,79.1,41.27675453,-81.20020381
Nucor,10409.1,40.26558828,-82.89895189
Duke Energy,4678.1,39.01628958,-84.02218964
Goddrich,82.1,37.95722168,-85.20018319
Reynolds American,11850.1,37.370326,-84.16731388
Home Depot,7087.1,37.02011024,-82.77300582
UPS,15068.1,37.25884487,-77.3007283
Aflac,330.1,36.90859353,-84.19493052
Southern,89.1,37.61627759,-86.23361337
First Data,90.1,41.00557399,-82.14519865
AGCO,91.1,38.31010448,-79.1383175
Mohawk Industries,9623.1,38.43839775,-85.87285423
Zimmer Holdings,16150.1,37.0782851,-82.80912156
Wolters Kluwer,15922.1,39.59413937,-81.09264318
Wilson Sporting Goods,15860.1,37.81275431,-79.66463395
Western & Southern Financial Group,15708.1,39.60527576,-80.68229381
We Energies,15585.1,37.25093372,-78.80983691
Walgreens,15475.1,36.83693881,-79.44176948
Wake Forest University,15464.1,36.5757895,-81.82819647
Veolia Environmental Services North America,15241.1,37.06511651,-81.73465272
University of South Carolina,15023.1,37.25202495,-76.86972973
United Stationers,14877.1,40.5348273,-81.98131576
United Continental Holdings,14835.1,37.07546021,-77.26921417
Union Tank Car Company,14816.1,37.74949784,-80.18638052
ULTA Salon,14771.1,39.06217919,-82.70937555
UCare,14754.1,37.71492375,-78.52620779
U.S. Venture,14739.1,39.73734801,-81.09569623
TTX Company,14667.1,38.51361167,-78.3844043
TS Tech North America,14659.1,36.59502977,-82.51422817
True Value,14638.1,37.45624655,-77.37429864
TriHealth,14583.1,38.30634289,-84.11500153
TreeHouse Foods,14549.1,38.99794743,-82.69586982
TravelCenters of America,14532.1,37.52895802,-85.01043514
TransUnion,14520.1,38.00810542,-77.66511209
Topco Associates,14434.1,37.46061621,-82.5422149
Thrivent Financial for Lutherans,14352.1,40.83815491,-81.14777901
The Wendy's Company,14287.1,36.85432203,-84.16393621
The Fresh Market,14121.1,37.24557298,-84.01048717
The Christ Hospital,14079.1,36.68434365,-78.10555134
The Andersons,14030.1,39.71237624,-82.06101939
Teradata,13962.1,39.2604539,-84.07946563
Tenneco Automotive,13953.1,40.99430575,-81.06075303
Tellabs,13933.1,36.84848432,-83.3185997
Telephone and Data Systems,13925.1,37.59180817,-77.88191932
TCF Financial Group,13864.1,37.22814964,-85.66584895
Takeda Pharmaceutical,13807.1,39.06856944,-84.11425137
Swagelok Company,13721.1,38.67265395,-81.77812552
SunCoke Energy,13629.1,38.55917167,-81.49010602
Stepan Company,13460.1,38.64926964,-85.40439607
Steel Dynamics,13445.1,37.62373791,-81.2533944
Standard Register,13174.1,37.39082148,-83.45619815
SPX,13089.1,36.87739216,-82.46808962
Springleaf Financial,13083.1,37.60223433,-78.04054659
Speedway,13054.1,37.1936254,-82.55093159
Snap-On Incorporated,12823.1,36.7714705,-80.66779952
Smiths Group,12813.1,40.43554711,-83.50511053
SMC Corporation of America,12796.1,37.91581225,-85.41680055
Siemens Infrastructure & Cities,12657.1,37.20833623,-79.93335382
Siemens Energy,12653.1,40.99066629,-82.47752547
Sidley Austin,12651.1,36.91840511,-86.23581592
Shurtape Technologies,12642.1,37.90945894,-78.06628935
Sherwin-Williams,12603.1,40.08456205,-81.81448518
Sentry Insurance,12527.1,37.42236,-84.96390712
Scotts Miracle-Gro,12423.1,37.59616236,-82.78262059
Schneider National,12377.1,40.4785572,-80.87620395
Schneider Electric,12376.1,37.72548356,-78.51725756
ScanSource,12360.1,38.00777744,-80.97745502
SAS Institute,12333.1,40.26800711,-83.69736551
Santee Cooper,12315.1,38.75080622,-81.40172022
Ryerson,12113.1,37.20036488,-83.42402013
RR Donnelley,12058.1,40.27626102,-81.67388674
Roundy's Supermarkets,12034.1,38.25358157,-82.53214492
Rockwell Automation,11963.1,37.14889485,-81.95283299
Prysmian Cables & Systems,11468.1,38.26893995,-79.87541555
Piedmont Natural Gas,11142.1,37.63768982,-78.3013083
North Carolina Community College System,10263.1,40.09633138,-82.05303476
Michelin North America,9437.1,39.45120924,-80.74480967
Lorillard Tobacco Company,8688.1,37.76810567,-77.18339325
Lenovo,8466.1,38.783648,-84.44295267
LabCorp,8264.1,36.61471406,-86.19225467
Ingersoll Rand,7430.1,41.05942976,-80.82637858
Hagemeyer North America,6592.1,38.41170376,-84.41106126
General Parts International,6092.1,38.18176863,-78.3483874
GE Hitachi Nuclear Energy,6041.1,40.68066188,-81.11864491
First Citizens Bank,5515.1,38.01444764,-84.74741664
EnPro Industries,5065.1,37.01490515,-82.46921628
Electrolux Home Products,4922.1,38.60216355,-83.55506412
Delhaize America,4225.1,37.83542472,-80.66496818
Continental Tire,3677.1,36.967977,-84.90500489
Cone Health,3620.1,40.00871584,-80.98360318
Compass Group USA,3569.1,39.02796299,-79.05037424
Coca-Cola Bottling,3386.1,36.79669959,-80.64253608
Chiquita Brands,2986.1,41.24982903,-82.32952928
BMW Manufacturing,1921.1,36.69220242,-81.09742047
bioM©rieux,1820.1,37.1332169,-86.13849448
Belk,1660.1,37.34900647,-86.03308437
BCBS of NC,1593.1,37.55946848,-77.5830373
BB&T,1573.1,37.49830915,-79.74389379
Baker & Taylor,1389.1,38.61680942,-77.9599383
American Tire Distributors,766.1,38.89885488,-85.06455616
Alliance One,535.1,37.06504143,-86.24361321
FirstHealth,7121269.1,37.42858372,-84.27389418
National Security Agency,46427613.1,38.31127447,-79.30433813
R T I,13923051.1,36.77266737,-77.70269961
Danaher,11454871.1,38.56834087,-83.5095211
Tidelands Health,10143745.1,39.52766879,-84.65283852
Catholic University of America,26487474.1,39.34197892,-81.78524757
SC SARL,14185344.1,38.53924641,-84.9758772
Blackbaud Inc,1900446.1,36.823025,-85.08730334
Jobs Club,15656011.1,37.40503199,-77.31885209
Washington Metropolitan Area Transit Authority,7558047.1,36.64592962,-82.19993288
Federal Aviation Administration,26489713.1,37.13172924,-76.40422036
Novolex,48514723.1,39.15344548,-82.35616333
Old Dominion Freight Line,10546.1,38.40320203,-79.61975838
Zurich American Insurance Company,16175.1,36.65491622,-85.18257011
Zebra Technologies Corporation,16130.1,39.88215472,-83.43029241
Xcel Energy,16019.1,36.9493638,-84.91563236
Worthington Industries,15981.1,36.57781108,-83.88568589
Wirtz Beverage Group,15902.1,39.23646617,-83.51328354
WilcoHess,15816.1,41.13966849,-82.12381549
Wheaton Franciscan Healthcare,15769.1,38.39418467,-85.63450326
Westfield Group,15739.1,39.57383639,-82.99971848
Walsh Group,15490.1,36.7986905,-84.49605566
Wake Forest University Baptist Medical Center,15465.1,38.34538714,-84.22403139
Wabash National,15448.1,38.25996724,-81.11591412
W.W. Grainger,15446.1,39.70754123,-82.20225044
Victory Capital,15305.1,36.77566539,-84.35818719
VF Corporation,15286.1,37.05400643,-80.17373838
Veyance Technologies,15285.1,38.37684448,-82.15062204
Veolia Water North America,15243.1,38.10875143,-81.90880361
UTC Aerospace Systems,15135.1,37.2766714,-83.72956837
University of North Carolina at Chapel Hill,15004.1,39.41589011,-83.16366496
Uline,14768.1,37.19046453,-82.97106891
Tribune Company,14573.1,37.91390699,-83.2213071
Trelleborg Coated Systems US,14551.1,38.2051311,-83.04349992
Total Quality Logistics,14451.1,37.31061281,-83.17972042
Toro Company,14442.1,37.28723642,-86.83049313
Titan International,14391.1,36.89700117,-82.81822284
TimkenSteel,14384.1,37.72381492,-85.55613396
Timken Company,14383.1,39.36397275,-83.11887626
Thor Industries,14340.1,38.73732246,-81.12200428
The Warranty Group,14285.1,37.82835179,-79.89385675
The Pantry,14221.1,38.07599298,-78.75820183
The Middleby Corporation,14193.1,38.73191482,-81.04375321
The Limited,14168.1,41.46869629,-81.96195004
TCi Tire Centers,13865.1,40.14505189,-80.53196182
SUPERVALU,13694.1,36.91429109,-76.85297801
Summa Health System,13591.1,39.55528416,-82.40565406
Stock Building Supply,13506.1,37.56848121,-81.92881884
Stericycle,13465.1,36.52078294,-76.38932002
State Farm Insurance,13217.1,37.20593933,-76.96267617
State Auto Insurance,13213.1,37.14347794,-85.1279207
St. Jude Medical,13136.1,37.87322473,-79.40584136
Spectrum Brands,13048.1,40.59519839,-82.38289682
Sonoco Products,12886.1,37.50755621,-80.51022298
Sonic Automotive,12880.1,36.96930488,-84.39783544
Snyder's-Lance Inc,12835.1,37.81654402,-82.07972965
SIRVA,12742.1,39.73548535,-80.67280438
Simon Property Group,12716.1,37.73952457,-80.09917774
Shopko Properties,12626.1,36.9337973,-79.1723054
Sensient Technologies,12522.1,38.47378708,-77.86780584
Securian Financial Group,12464.1,37.91482208,-84.59602084
Sears Holdings,12445.1,37.30266176,-86.78905938
Schwan Food Company,12402.1,36.62688851,-78.57206387
SCHMOLZ + BICKENBACH Group,12373.1,40.13421085,-83.61064715
SCANA Corporation,12359.1,40.29857012,-83.65999927
SC Johnson & Son,12356.1,37.5090697,-84.85760502
Rush University Medical Center,12092.1,41.42135174,-80.79634777
RPM International,12056.1,37.24248695,-77.04040445
Roadrunner Transportation Services,11930.1,38.61178457,-82.253225
Reynolds Consumer Products,11851.1,38.31212781,-82.45595843
Red Hat,11722.1,37.48877588,-77.24894223
Quintiles Transnational,11576.1,36.61939412,-78.2139699
Pure Fishing,11501.1,39.8531986,-84.15277272
PPD,11322.1,36.97971137,-80.14388458
